Drug Name,Description,URL,License Note,License URL,cid,SMILES
CARVEDILOL PHOSPHATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/EQT531S367,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11954344],COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O.COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O.O.OP(=O)(O)O.OP(=O)(O)O
2-ISOPROPYL-4-PENTENAMIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/ZOF4719QS5,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[9297],CC(C)C(CC=C)C(=O)N
3-(DICHLOROMETHYL)BENZOYL CHLORIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/IO91DH852P,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[2733325],C1=CC(=CC(=C1)C(=O)Cl)C(Cl)Cl
ISOCHONDRODENDRINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/RZ4K59A9CN,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[197726],CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(O3)C=C7)N(CCC6=CC(=C5O)OC)C)O)OC
FENPYRAZAMINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/2N3SPH9RQG,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11493665],CC1=CC=CC=C1C2=C(N(N(C2=O)C(C)C)C(=O)SCC=C)N
THIODIPROPIONIC ACID,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3BBK323ED8,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[8096],C(CSCCC(=O)O)C(=O)O
AMP-579,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3NM730M24E,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[72941762],CCC(CC1=C(C=CS1)Cl)NC2=C3C=CN(C3=NC=N2)C4CC(C(C4O)O)C(=O)NCC
TRAZITILINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/7I6MS3VHQE,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3084449],CN1CCN(CC1)C23CCC(C4=CC=CC=C42)C5=CC=CC=C35
IMIGLITAZAR,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/7244710F59,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[9890879],CC1=C(N=C(O1)C2=CC=CC=C2)COC3=CC=C(C=C3)CON=C(CCC(=O)O)C4=CC=CC=C4
BOROMYCIN SODIUM,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/4009M2TI8K,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[73425447],[B-]123OC4C(=O)OC(CC=CCCC(C(C5CCC(C(O1)(O5)C(O2)C(=O)OC6CC(CCCC(C(C7CCC(C4(O3)O7)C)(C)C)O)OC6C)C)(C)C)O)C(C)OC(=O)C(C(C)C)N.[Na+]
"N,N'-DIETHYLPUTRESCINE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/PCH7J4O1PQ,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[88062],CCNCCCCNCC
4-NITRO-3-(TRIFLUOROMETHYL)PHENYL ISOCYANATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/J64U0NU37E,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[15342561],C1=CC(=C(C=C1N=C=O)C(F)(F)F)[N+](=O)[O-]
"7,12-DIMETHYL-8,9,10,11-TETRAHYDROBENZ(A)ANTHRACENE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/A2R6XD4Y5Q,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[33012],CC1=C2C=CC3=CC=CC=C3C2=C(C4=C1CCCC4)C
"DIHYDROCARVEOL, (-)-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/2683FD21WA,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[443163],CC1CCC(CC1O)C(=C)C
SODIUM PENTADECETH-3 SULFATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/EMU1N4W9I9,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[23664990],CCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+]
MERADINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/V1VHB7IV58,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5354970],C1=NC(=C2C(=N1)NC(=S)N2)N
M-PHENOLSULFONIC ACID,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/YJU1H9LTR7,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11451],C1=CC(=CC(=C1)S(=O)(=O)O)O
MAGNESIUM,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/I38ZP9992A,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5462224],[Mg]
CYCLOHEXIMIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/98600C0908,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6197],CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
UPROSERTIB,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/ZXM835LQ5E,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[51042438],CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
BUFURALOL HYDROCHLORIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/G66IY7Q7S4,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[151573],CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O.Cl
ENNIATIN C,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/KI886GV7NT,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3010888],CC(C)CC1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C
CHLORODENAFIL,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/4BQX9L0FU5,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[135564533],CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)C(=O)CCl)OCC)C
4-BENZOYLPYRIDINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/524YQ3O21T,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[26731],C1=CC=C(C=C1)C(=O)C2=CC=NC=C2
"1,2,4-TRICHLOROBENZENE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/05IQ959M1N,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[13],C1=CC(=C(C=C1Cl)Cl)Cl
PROPIZEPINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/09B57945V9,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[112029],CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
"CERAMIDE 6 II, D-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/HE904A332Q,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[73416330],CCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O
PHTHALYLSULFATHIAZOLE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/6875L5852V,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[4806],C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O
CERICLAMINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/VES82D23IB,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[131074],CC(CC1=CC(=C(C=C1)Cl)Cl)(CO)N(C)C
FAMPROFAZONE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/HN0NCX453C,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3326],CC(C)C1=C(N(N(C1=O)C2=CC=CC=C2)C)CN(C)C(C)CC3=CC=CC=C3
STREPTONIGRIN,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/261Q3JB310,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5298],CC1=C(C(=C(N=C1C(=O)O)C2=NC3=C(C=C2)C(=O)C(=C(C3=O)N)OC)N)C4=C(C(=C(C=C4)OC)OC)O
CINFLUMIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/F0XVL451MO,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6434871],C1CC1NC(=O)C=CC2=CC(=CC=C2)F
TELITHROMYCIN,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/KI8H7H19WL,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3002190],CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
HYDROXYPROPYL ARGININE LAURYL ETHER MONOHYDROCHLORIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/3J9BY795XM,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[71587629],CCCCCCCCCCCCOCC(CNC(CCCN=C(N)N)C(=O)O)O.Cl
DIFLUFENZOPYR,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/S0EIQ4F6KN,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[6125184],CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O
ANHALONIDINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/23XP4B16AN,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[87201],CC1C2=C(C(=C(C=C2CCN1)OC)OC)O
DEMETHYLCOTININE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/8QA8709E9J,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[92223],C1CC(=O)NC1C2=CN=CC=C2
GSK-189254 HYDROCHLORIDE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/4AJV79N1A6,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[24768876],CNC(=O)C1=CN=C(C=C1)OC2=CC3=C(CCN(CC3)C4CCC4)C=C2.Cl
