,smiles
497,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C[C@@H](C(=O)C4(C)C)O)C)C)C)O)O
498,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC/C=C\CCCCCCCC
499,C1=CC=C(C(=C1)C2=NN=C(S2)S(=O)(=O)N)Cl
500,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
501,C1=CC(=C(C=C1N)O)C(=O)O
502,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
503,CC(C)[C@H](NS(=O)(=O)CCC1=CC=CC=C1)P(=O)(C[C@@H](C2=CC=CC(=C2)CN)C(=O)O)O
504,[132IH]
505,[252Cf]
506,C(C1C(C(C(O1)O)O)O)O
507,CCCCC1=C(ONC1=O)CC(C(=O)O)N
508,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C
509,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
510,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
511,C1=CC=C2C(=C1)C(=CN2)CC(=O)N
512,[C-]#[NH+]
513,C1C=CC=C\2C1=N/C(=C\3/C4=CC=CCC4=NC3=O)/C2=N/OCC(=O)O
514,C1=C2C(=CC(=C1O)O)OC3=CC(=C(C(=C3C2=O)O)C4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
515,CS(=O)(=O)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=C(C=CC4=C3OCO4)Cl
516,C/C=C/C(=O)O
517,CC(C)(C)O.[K+]
518,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
519,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
520,C1CC1CN2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F
521,CC(C)(C(=O)O)N
522,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2
523,[C@@H]1([C@@H]([C@H]([C@H]2[C@@H]([C@@H]1O)O2)O)O)O
524,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
525,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C
526,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC=O)C)C
527,CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C
528,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)[C@H](C)O)N
529,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@@H]6[C@@H](O6)[C@@H]([C@H]5O)O)C=C2
530,C1C[C@H](NC1)C(=O)O
531,C1CCC(CC1)(CC(=O)O)CN
532,C1=CC=C(C=C1)Cl
533,CC1=CN=C2N1C=CN=C2NCC3=CC=NC=C3
534,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
535,C(C[C@@H](C(=O)N)N)C[NH+]=C(N)N
536,[Mg+2].[Br-].[Br-]
537,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N\OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
538,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
539,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C
540,C1=CC=C(C=C1)C[C@@H](C(=O)O)N
541,C(=O)(C(=O)[O-])[O-].O.O.[Fe+2]
542,C[C@@H](CC1=CC2=C(C=C1)OCO2)NC
543,CC(C)C(=O)COC1=NC(=NC2=C1NC=N2)N
544,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=CC=C4)N
545,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
546,COC(=O)/C=C/C1=C(C=CC(=C1)O)O
547,C1CCC2(CC1)CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSS2)C(=O)N3CCCC3C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N)CC4=CC=CC=C4)CC5=CC=C(C=C5)O
548,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N
549,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)N=[N+]=[N-])O
550,C=C(C(=O)O)OP(=O)(O)O
551,C1=CC(=NC(=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H](C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
552,CC(=O)CC(C)(C)O
553,C[N+]1(C2CC(CC1[C@@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[N+](=O)([O-])[O-]
554,C(CCN)C[C@H](C(=O)O)N
555,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O
556,CC(CN)N
557,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NOC(=N2)CCCC(=O)O
558,COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCC4)OC
559,C#C[C@]1([C@H](C[C@@H](O1)N2C=NC3=C2N=C(N=C3N)F)O)CO
560,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
561,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C
562,[60Fe]
563,CC(=O)[CH2]
564,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
565,CCCCC(C)(C)[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)C)O
566,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C
567,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](CO)O
568,CC1CCC2(C3(CC4(C5(C(C(C3(C5(C2(C1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O
569,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2
570,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O
571,C(CO)N(CCO)CCS(=O)(=O)O
572,CCCCC1C(=O)NC(=O)N(C1=O)C2CCCCC2
573,CC1C(C(C(C(O1)O[C@@H]2[C@H](C3=C(C4=C(C(=C(C=C24)C)C(=O)NC(C)C(=O)O)OC)C(=C5C(=C3)C(=O)C6=C(C(=C(C=C6C5=O)OC)C)O)O)O)O)OC7C(C(C(CO7)O)O)O)N(C)C
574,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@H](CCCCN)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC4=CN=CN4)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]6CCCN6C(=O)[C@H](CC7=CN=CN7)NC(=O)[C@H]8CCCN8
575,CC(=O)NC1=CC=C(C=C1)N
576,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O
577,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
578,CCCCS(=O)(=O)O
579,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO
580,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO
581,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
582,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
583,CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O
584,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
585,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
586,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O
587,CN1CC[C@]23[C@@H]4[C@@H](CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)F
588,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C
589,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
590,CCCC1(CCC1)[C@H](C/C=C/[C@H]2[C@@H](CC(=O)[C@@H]2C/C=C\CCCC(=O)O)O)O
591,C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
592,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Cr+3].[Cr+3]
593,CC(C)CN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)OC
594,CCCCCCC=CCCCCCCCC(=O)O
595,CCC1C(=O)N(CC(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
596,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O
597,C[C@H](CC1=C(C=CC(=C1)OC)OC)N
598,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
599,CCCCCCCCC[C@H](CC(=O)O)O
600,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4(C3(CC2)C)C)(C)C)O)C)C
601,[Na+].[Ag+]
602,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+]
603,C/C=C(\C)/C(=O)O
604,NS(=O)O
605,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
606,B([C@H](CCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C)(O)O
607,CC1=CN(C(=S)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
608,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
609,CCCCC/C(=C/C/C=C\CCCCCCCC(=O)O)/O
610,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
611,COC1=C(C=C(C=C1)C(=O)NC2=C(C=NC=C2Cl)Cl)OC3CCCC3
612,C[N+](C)(C)CCO
613,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
614,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)F
615,CC12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24
616,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
617,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
618,C/C(=N\OC(=O)N)/C1=CC(=C(C=C1)OC)OC2CCCC2
619,C1C=CC2=C(C=NC2=C1)C[C@@H](COC3=CN=CC(=C3)C4=NCC5=NN=CC5=C4)N
620,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]
621,C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
622,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)O)O)N
623,C(CN)C(C(=O)O)N
624,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=CC=C4)C(=NC=N2)N
625,CO[P+](=O)OC
626,C=C1[C@H]([C@H]([C@](O1)(CO)N2C=NC3=C2N=CN=C3N)O)O
627,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
628,OS(=O)(=O)OS(=O)(=O)O
629,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
630,C1[C@@H](OC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
631,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
632,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Pb+2].[Pb+2].[Pb+2]
633,C[C@H](CCCC(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C
634,OP([O-])[O-].[Zn+2]
635,CN1CCC2=CC=CC3=C2[C@@H]1CC4=C3C(=C(C=C4)O)O
636,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O
637,C(=O)([O-])[O-].[OH-].[OH-].[Cu+2].[Cu+2]
638,C[C@]12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
639,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
640,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CO)CO
641,CC(=O)[O-].CC(=O)[O-].[Co+2]
642,C1=CC(=CC(=C1)Br)C2=CC(=[N+]3C(=N2)C=CN3)NCC4=CC=NC=C4
643,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3(C(=O)C[C@@]2([C@]1(C(=O)CCl)O)C)F)C
644,[209Pb]
645,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
646,C(C(CC(=O)O)C(=O)O)C(=O)O
647,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
648,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
649,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C[125I])C
650,COC1=CC2=C(C(=C1)C3=CC(=CC=C3)N)OC(=N2)NS(=O)(=O)C4=C(C=CC(=C4)Cl)Cl
651,C1=CC(=C(C=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
652,CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)CC3=CC=CC=C3)C)OCC(=O)O
653,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
654,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
655,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
656,COC1=C(C=C2C(=C1)C(=NC=N2)N3CC[C@H](C3)OC4=NC5=CC=CC=C5N=C4)OC
657,C1CCC(CC1)NC2=NC=NC3=C2N=CN3C4[C@@H]([C@@H](C(O4)CO)O)O
658,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O
659,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)F)[O-])CO)CO)O)O)O)O
660,CCC(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N
661,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C
662,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O)O
663,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br
664,CC(C)[C@@H](C(=O)N)NC
665,[NH4+].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3]
666,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C
667,COCC1C(C(C(C(O1)OC)OC)OC)OC2C(C(C(C(O2)CO)OC)O)O
668,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O
669,CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OCCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)C)OCCO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)OCCO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C
670,CN1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
671,CC(=O)[O-].CC(=O)[O-].[Ni+2]
672,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
673,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)[N+](=O)[O-])O
674,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
675,CS(=O)(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)N3C[C@@H]([C@H](C3)N)C4=CC(=C(C=C4F)F)F
676,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
677,C[C@@H]1C[C@H]2CN1CCN3C(=O)C4=C(N3)C(=CC=C4)C5=NC6=C(C=CC=C6O2)NC5=O
678,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@H]4[C@@]3(CC[C@@](C4)(C)O)C)C
679,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
680,CN1CC(=O)N2[C@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
681,C(=O)[O-].[K+]
682,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
683,CCCCC[C@@H](/C=C/C1C[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)S2)O
684,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C
685,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4
686,CN[C@@H](CCC(=O)N)C(=O)O
687,C[C@@H](C1=CC=CN1)C2=C3C=C(C=CC3=NC2=O)NC(=O)N
688,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O
689,CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C
690,C([C@@H](C(=O)O)N)S
691,O[SiH3]
692,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O
693,C1=C(NC=N1)C[C@@H](C(=O)O)N
694,CC(=O)[C@]1(CC[C@@H]2C1(CC[C@H]3C2CCC4=CC(=O)CCC34C)C)OC(=O)C
695,CC1=C(C(=CC=C1)C)NC(=O)CN(CC(=O)O)CC(=O)O
696,C(=O)(C(F)(F)F)O
697,CC(C)C[C@H](C(=O)N1CCC[C@H]1C(=O)NCC2=CC=C(C=C2)C(=N)N)N
698,[H-].[Al+3]
699,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
700,CCCC(C(=O)O)N
701,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
702,CCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@](O1)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
703,CC(CC(=O)O)O.C(CC(=O)O)CO
704,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
705,C[C@@H](C(=O)O)N
706,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
707,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
708,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)[C@H]([C@H]5O)O)C=C2
709,C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+]
710,C1=CC(=CC=C1CCNC2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N
711,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C2=CC=CC=C2
712,C1CCC(CC1)NCCCS(=O)(=O)O
713,C1=CC=C(C=C1)[C@H]2[C@H]([C@@H]2C(=O)O)C(C(=O)O)N
714,C1=CC(=CC=C1CSC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)F
715,CC1=C(N=C2C=CC(=CC2=C1C(=O)O)F)C3=CC=C(C=C3)C4=CC=CC=C4F
716,C([C@@H](C(=O)[O-])N)C(=O)O.C(C(C(=O)[O-])N)C(=O)O.C(C(C(=O)[O-])N)C(=O)O.[Mg+2].[K+]
717,CC(=O)C1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
718,CC1(C2=C(C=CC(=C2)C3=CC=C(N3C)C#N)NC(=S)O1)C
719,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=C(N=C3N)Cl
720,C1COCCN1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CSCC3=CC=CC=C3)C=O
721,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
722,[16OH2]
723,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
724,C1CC(=O)N[C@@H]1CS(=O)(=O)C[C@@H](C(=O)NC2(CC2)C#N)N[C@@H](C3=CC=C(C=C3)F)C(F)(F)F
725,CCCC(C)(C1C[C@@]23C=CC1(C4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O
726,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O
727,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NC
728,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3
729,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO
730,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O)O)O)O)O
731,CCCCCCCCCCCCCCCC=O
732,C1CC(N(C1)C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)C3=CC=CC=C3N=C(N)N)C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)C6=CC=CC=C6N=C(N)N
733,CC(=O)OC1=CC=CC(=C1)O
734,[C@@H]1([C@@H]([C@H](C([C@@H]1O)N)O)O)O
735,C(C(C(=O)O)O)(C(=O)O)O
736,C(C[C@@H](C(=O)O)N)CNC(=O)N
737,[109Cd]
738,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
739,CC(=O)[O-].CC(=O)[O-].[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[Cu+2].[Cu+2].[Cu+2].[Cu+2]
740,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@@H]4[C@@]3(CC[C@@](C4)(COC)O)C)C
741,COP(=O)(OC)OC
